category,count,relative_pct
ICBF SEDE NACIONAL,1197,0.266
GOBERNACIÓN DEPARTAMENTO DEL PUTUMAYO,1146,0.2547
MINCIENCIAS,1138,0.2529
SERVICIO GEOLOGICO COLOMBIANO**,1135,0.2522
MUNICIPIO DE PIEDECUESTA,1125,0.25
ALCALDÍA MUNICIPIO DE PALMIRA,1123,0.2496
GOBERNACION DEL MAGDALENA,1116,0.248
MINSALUD,1113,0.2473
"SECRETARIA DISTRITAL DE SEGURIDAD, CONVIVENCIA Y JUSTICIA",1097,0.2438
GOBERNACION DEL VALLE DEL CAUCA - DADI,1083,0.2407
UNP,1078,0.2396
ALCALDIA MUNICIPIO DE JAMUNDI,1074,0.2387
ANM,1050,0.2333
GOBERNACION DE CALDAS,1034,0.2298
MUNICIPIO DE VILLA DEL ROSARIO**,1033,0.2296
ALCALDÍA MUNICIPIO DE BELLO,1028,0.2284
MUNICIPIO DE MANIZALES,1022,0.2271
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE BIENESTAR SOCIAL,1013,0.2251
SECRETARIA DISTRITAL DE GOBIERNO 1,1010,0.2244
CORPORACION AUTONOMA REGIONAL DE LA FRONTERA NORORIENTAL+,1008,0.224
ALCALDIA MUNICIPIO DE DOSQUEBRADAS,988,0.2196
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE INFRAESTRUCTURA,964,0.2142
SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA,958,0.2129
DEPARTAMENTO DE CUNDINAMARCA- SECRETARIA DE SALUD,952,0.2116
GOBERNACION DEL HUILA*,951,0.2113
IDS,948,0.2107
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA-SUROCCIDENTE,948,0.2107
GOBERNACION DEL CHOCÓ.,940,0.2089
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE CULTURA,929,0.2064
ESE CENTRO,921,0.2047
SENA REGIONAL VALLE Grupo de Apoyo Administrativo Mixto,918,0.204
POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,913,0.2029
INSTITUTO DE CAMINOS Y CONSTRUCCIONES DE CUNDINAMARCA - ICCU,911,0.2024
AGENCIA NACIONAL DE TIERRAS - ANT,909,0.202
DANE CENTRO OCCIDENTE,903,0.2007
INSTITUTO PARA LA ECONOMIA SOCIAL- IPES,898,0.1996
DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA - DIR TER NOROCCIDENTE - (DANE NOROCCIDENTE),898,0.1996
GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION,886,0.1969
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DEL DEPORTE Y LA RECREACIÓN,885,0.1967
UAECD,872,0.1938
MUNICIPIO DE ENVIGADO*,872,0.1938
UNIDAD ADMINISTRATIVA ESPECIAL DE SALUD DE ARAUCA,871,0.1936
INSTITUTO NACIONAL DE SALUD,868,0.1929
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE PAZ Y CULTURA CIUDADANA,866,0.1924
SENA SECRETARIA GENERAL,839,0.1864
MUNICIPIO DE LA ESTRELLA,838,0.1862
RNEC,836,0.1858
DEPARTAMENTO ADMINISTRATIVO DE GESTION DEL MEDIO AMBIENTE DAGMA,835,0.1856
GOBERNACION DEL DEPARTAMENTO DEL CESAR,823,0.1829
CORPORACION AUTONOMA REGIONAL DE SANTANDER+,820,0.1822
SECRETARIA DE EDUCACION DE CALI,818,0.1818
TRANSMILENIO S.A.,810,0.18
MUNICIPIO DE TUNJA/,810,0.18
AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN,804,0.1787
AGENCIA DE DESARROLLO RURAL,800,0.1778
ESAP SEDE CENTRAL (Cuenta Oficial),794,0.1764
ICBF REGIONAL BOGOTA,791,0.1758
AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,788,0.1751
MUNICIPIO DE FUNZA - ALCALDÍA DE FUNZA,788,0.1751
PLANEACIÓN MUNICIPAL CALI**,787,0.1749
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DISTRITAL DE SALUD DE CALI,770,0.1711
Alcaldía De Villamaria,747,0.166
ALCALDIA MUNICIPIO DE QUIBDO,747,0.166
ALCALDIA DE TURBACO BOLIVAR,747,0.166
Jardín Botánico José Celestino Mutis,742,0.1649
CAJA DE LA VIVIENDA POPULAR//,739,0.1642
ALCALDIA MUNICIPIO DE ARAUCA,733,0.1629
FONDO ROTATORIO DEL DANE (FONDANE),714,0.1587
MINISTERIO DEL DEPORTE,709,0.1576
ALCALDIA MUNICIPAL DE BUGA,708,0.1573
SECRETARIA DISTRITAL DE AMBIENTE,700,0.1556
CVC,697,0.1549
SECRETARIA DISTRITAL DEL HABITAT-,689,0.1531
AGENCIA PARA LA INFRAESTRUCTURA DEL META,686,0.1524
ALCALDIA MUNICIPIO DE CALARCA,684,0.152
GOBERNACIÓN DE LA GUAJIRA,683,0.1518
ALCALDIA MUNICIPIO DE ZIPAQUIRA,680,0.1511
CORMACARENA,678,0.1507
FUERZA AEROESPACIAL COLOMBIANA,676,0.1502
INSTITUTO DEPARTAMENTAL DE SALUD DE NARIÑO,676,0.1502
