category,count,relative_pct
Departamento de Compras,482,0.1071
COMANDO GENERAL,481,0.1069
SECRETARÍA SUMINISTROS Y SERVICIOS,478,0.1062
Contratación Salud,478,0.1062
UNIDAD PRESTADORA DE SALUD ATLANTICO,477,0.106
Grupo de Adquisiciones,473,0.1051
CD-SECRETARIA DE SALUD,472,0.1049
Contratación Defensoría Pública,472,0.1049
SECRETARIA SECCIONAL DE SALUD,462,0.1027
OFICINA DE CONTRATACIÓN PAA,461,0.1024
Oficina asesora jurídica,459,0.102
Contratación,455,0.1011
Dirección de Contratación,454,0.1009
ADMINISTRATIVA,451,0.1002
GRUCODISAN,446,0.0991
Grupo de Gestión Contractual,442,0.0982
Secretaria de Salud,440,0.0978
UNIDAD DE CONTRATACIÒN ALCALDÌA DE CARTAGO,440,0.0978
Subdirección de Contratación JEP,437,0.0971
CONTRATACIÓN DAGUA,436,0.0969
REGIONAL DE ASEGURAMIENTO EN SALUD No. 1,433,0.0962
DANE-DIRECCION TERRITORIAL SUROCCIDENTE,433,0.0962
SECRETARIA DEPARTAMENTAL DE SALUD DEL VALLE,429,0.0953
IMRD-CUCUTA,428,0.0951
GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE DESARROLLO SOCIAL,427,0.0949
Unidad de Contratación SGA,427,0.0949
PROCESO DE CONTRATACIÓN,426,0.0947
BPP,425,0.0944
CONTRATACIÓN ISVIMED,423,0.094
SECRETARIA DE HACIENDA 2024,422,0.0938
CONTRATACION OFICINA JURIDICA,419,0.0931
SUBDIRECCION - DEPARTAMENTO ADMINISTRATIVO JURIDICO,418,0.0929
OFICINA DE CONTRATACION.,415,0.0922
UNIDAD ADMINISTRATIVA SUBGERENCIA CULTURAL,411,0.0913
Direccion De Contratacion,410,0.0911
Secretaria de Infraestructura y Valorización,409,0.0909
SECRETARÍA DE HACIENDA,406,0.0902
CONTRATACIÓN GIRARDOTA,406,0.0902
SECRETARÍA DE INFRAESTRUCTURA,406,0.0902
DADEP,405,0.09
REGIONAL DE ASEGURAMIENTO EN SALUD N°6,405,0.09
CONTRATACIÓN BARBOSA,402,0.0893
SECRETARIA DE SALUD.,401,0.0891
UNIDAD DE CONTRATACION CENAC EDUCACION,400,0.0889
SECRETARIA JURIDICA ALCALDÍA MUNICIPAL DE MADRID,400,0.0889
CONTRATACION OFICINA ASESORA JURIDICA 2022,399,0.0887
Oficina de la OCCRE,398,0.0884
GRUPO CONTRATACION JURIDICA,398,0.0884
UNIDAD DE CONTRATACIÓN IUB,398,0.0884
