outcome_column,group_column,test_name,n_used,n_groups,group_collapsed,statistic,p_value,effect_size_name,effect_size_value,descriptive_stats,large_sample_warning,status,skip_reason
precio_base_log,tipo_de_contrato,Kruskal-Wallis,428956,9,True,77931.784260466,0.0,epsilon_squared,0.18166296596191603,"[{""group_label"": ""Arrendamiento de inmuebles"", ""n"": 4167, ""mean"": 15.174642490854799, ""median"": 16.187209688437708, ""std"": 4.96137089658042, ""min"": 0.0, ""max"": 22.889135934798396}, {""group_label"": ""Compraventa"", ""n"": 18788, ""mean"": 17.528834476911445, ""median"": 17.526151528321563, ""std"": 2.204634681596875, ""min"": 0.0, ""max"": 26.58119899143273}, {""group_label"": ""Decreto 092 de 2017"", ""n"": 17152, ""mean"": 16.48053965948316, ""median"": 16.562781536322326, ""std"": 2.851361308464886, ""min"": 0.0, ""max"": 27.63102111592955}, {""group_label"": ""No"", ""n"": 12905, ""mean"": 0.0, ""median"": 0.0, ""std"": 0.0, ""min"": 0.0, ""max"": 0.0}, {""group_label"": ""Obra"", ""n"": 10164, ""mean"": 19.595036494958578, ""median"": 19.490440722388, ""std"": 2.0183282505238687, ""min"": 0.0, ""max"": 30.212168259538576}, {""group_label"": ""Other"", ""n"": 7581, ""mean"": 14.509536410658162, ""median"": 17.909855136853043, ""std"": 8.032524680709598, ""min"": 0.0, ""max"": 29.338450824571236}, {""group_label"": ""Otro"", ""n"": 26147, ""mean"": 16.506789194429224, ""median"": 18.410630418199872, ""std"": 6.426031672998681, ""min"": 0.0, ""max"": 28.6484208659099}, {""group_label"": ""Prestación de servicios"", ""n"": 312293, ""mean"": 16.43967408212806, ""median"": 16.3699433481372, ""std"": 1.417305799309672, ""min"": 0.0, ""max"": 27.84622792619023}, {""group_label"": ""Suministros"", ""n"": 19759, ""mean"": 17.104472548992504, ""median"": 17.27970608749802, ""std"": 2.3904593480092715, ""min"": 0.0, ""max"": 27.651246154928693}]",True,ok,
total_interes_oferentes,ordenentidad,Kruskal-Wallis,429541,3,False,5643.586344922279,0.0,epsilon_squared,0.013134079743636834,"[{""group_label"": ""Corporación Autónoma"", ""n"": 8973, ""mean"": 0.40098071993759055, ""median"": 0.0, ""std"": 2.9341348810105186, ""min"": 0.0, ""max"": 173.0}, {""group_label"": ""Nacional"", ""n"": 152003, ""mean"": 1.1495891528456674, ""median"": 0.0, ""std"": 7.388245228912556, ""min"": 0.0, ""max"": 485.0}, {""group_label"": ""Territorial"", ""n"": 268565, ""mean"": 0.5719881592910468, ""median"": 0.0, ""std"": 4.149805286025533, ""min"": 0.0, ""max"": 420.0}]",True,ok,
total_respuestas,departamento_entidad,Kruskal-Wallis,421806,9,True,2476.3050919158936,0.0,epsilon_squared,0.005851879202355383,"[{""group_label"": ""Antioquia"", ""n"": 51121, ""mean"": 0.3715302908785039, ""median"": 0.0, ""std"": 1.9159394680147712, ""min"": 0.0, ""max"": 108.0}, {""group_label"": ""Atlántico"", ""n"": 11890, ""mean"": 0.34146341463414637, ""median"": 0.0, ""std"": 1.78468495538835, ""min"": 0.0, ""max"": 54.0}, {""group_label"": ""Cundinamarca"", ""n"": 15045, ""mean"": 0.7071452309737454, ""median"": 0.0, ""std"": 3.136143326966103, ""min"": 0.0, ""max"": 121.0}, {""group_label"": ""Distrito Capital de Bogotá"", ""n"": 146525, ""mean"": 0.6656133765569016, ""median"": 0.0, ""std"": 4.533746859869479, ""min"": 0.0, ""max"": 231.0}, {""group_label"": ""Norte de Santander"", ""n"": 10546, ""mean"": 0.35539541058221125, ""median"": 0.0, ""std"": 1.8236104435691671, ""min"": 0.0, ""max"": 62.0}, {""group_label"": ""Other"", ""n"": 110612, ""mean"": 0.5336401113803204, ""median"": 0.0, ""std"": 2.7085644182975406, ""min"": 0.0, ""max"": 210.0}, {""group_label"": ""Santander"", ""n"": 20076, ""mean"": 0.41138673042438734, ""median"": 0.0, ""std"": 3.0601879087782136, ""min"": 0.0, ""max"": 193.0}, {""group_label"": ""Tolima"", ""n"": 10705, ""mean"": 0.5138720224194302, ""median"": 0.0, ""std"": 2.572458728387199, ""min"": 0.0, ""max"": 103.0}, {""group_label"": ""Valle del Cauca"", ""n"": 45286, ""mean"": 0.30952170648765626, ""median"": 0.0, ""std"": 1.5475991531372932, ""min"": 0.0, ""max"": 81.0}]",True,ok,
total_respuestas,fase,Kruskal-Wallis,429491,9,True,66197.88093775952,0.0,epsilon_squared,0.1541156112194679,"[{""group_label"": ""Clarification submission"", ""n"": 942, ""mean"": 0.0, ""median"": 0.0, ""std"": 0.0, ""min"": 0.0, ""max"": 0.0}, {""group_label"": ""Fase de Selección (Presentación de ofertas)"", ""n"": 981, ""mean"": 18.122324159021407, ""median"": 5.0, ""std"": 27.416763103666504, ""min"": 0.0, ""max"": 210.0}, {""group_label"": ""Fase de ofertas"", ""n"": 193835, ""mean"": 0.03383289911522687, ""median"": 0.0, ""std"": 0.5557914480084648, ""min"": 0.0, ""max"": 102.0}, {""group_label"": ""Manifestación de interés (Menor Cuantía)"", ""n"": 5863, ""mean"": 0.0, ""median"": 0.0, ""std"": 0.0, ""min"": 0.0, ""max"": 0.0}, {""group_label"": ""Other"", ""n"": 146, ""mean"": 3.5342465753424657, ""median"": 1.0, ""std"": 9.84862278736204, ""min"": 0.0, ""max"": 83.0}, {""group_label"": ""Presentación de observaciones"", ""n"": 13612, ""mean"": 0.0, ""median"": 0.0, ""std"": 0.0, ""min"": 0.0, ""max"": 0.0}, {""group_label"": ""Presentación de oferta"", ""n"": 213594, ""mean"": 0.9431631974680936, ""median"": 0.0, ""std"": 4.009388868556184, ""min"": 0.0, ""max"": 231.0}, {""group_label"": ""Pré-Calificación de competidores"", ""n"": 348, ""mean"": 0.0, ""median"": 0.0, ""std"": 0.0, ""min"": 0.0, ""max"": 0.0}, {""group_label"": ""Selección de ofertas (borrador)"", ""n"": 170, ""mean"": 0.0, ""median"": 0.0, ""std"": 0.0, ""min"": 0.0, ""max"": 0.0}]",True,ok,
total_respuestas,justificaci_n_modalidad_de,Kruskal-Wallis,429541,9,True,249961.87320153313,0.0,epsilon_squared,0.5819214242513553,"[{""group_label"": ""Contratos o convenios Interadministrativos (valor cero)"", ""n"": 10389, ""mean"": 0.0, ""median"": 0.0, ""std"": 0.0, ""min"": 0.0, ""max"": 0.0}, {""group_label"": ""Decreto 092 de 2017"", ""n"": 17152, ""mean"": 0.11415578358208955, ""median"": 0.0, ""std"": 0.6133646041193704, ""min"": 0.0, ""max"": 28.0}, {""group_label"": ""No"", ""n"": 13488, ""mean"": 1.339338671411625, ""median"": 1.0, ""std"": 2.179153422543238, ""min"": 0.0, ""max"": 52.0}, {""group_label"": ""Other"", ""n"": 27861, ""mean"": 2.1179067513728866, ""median"": 0.0, ""std"": 10.479679301387675, ""min"": 0.0, ""max"": 210.0}, {""group_label"": ""Presupuesto inferior al 10% de la menor cuantía"", ""n"": 33858, ""mean"": 2.8278693366412666, ""median"": 2.0, ""std"": 3.280232649323388, ""min"": 0.0, ""max"": 57.0}, {""group_label"": ""Presupuesto menor al 10% de la Menor Cuantía"", ""n"": 17494, ""mean"": 1.0787698639533554, ""median"": 0.0, ""std"": 3.905602066043524, ""min"": 0.0, ""max"": 144.0}, {""group_label"": ""Regla aplicable"", ""n"": 37748, ""mean"": 0.17513510649570838, ""median"": 0.0, ""std"": 1.6813874986456332, ""min"": 0.0, ""max"": 231.0}, {""group_label"": ""Servicios profesionales y apoyo a la gestión"", ""n"": 262411, ""mean"": 0.0, ""median"": 0.0, ""std"": 0.0, ""min"": 0.0, ""max"": 0.0}, {""group_label"": ""Suministro de bienes y servicios de características técnicas uniformes y común utilización"", ""n"": 9140, ""mean"": 2.849781181619256, ""median"": 0.0, ""std"": 6.400917273095565, ""min"": 0.0, ""max"": 217.0}]",True,ok,
total_respuestas,modalidad_de_contratacion,Kruskal-Wallis,429541,9,True,298357.3600734918,0.0,epsilon_squared,0.694591695318374,"[{""group_label"": ""Contratación Directa (con ofertas)"", ""n"": 8484, ""mean"": 1.0584629891560584, ""median"": 1.0, ""std"": 0.6110116062717413, ""min"": 0.0, ""max"": 16.0}, {""group_label"": ""Contratación directa"", ""n"": 283364, ""mean"": 0.0, ""median"": 0.0, ""std"": 0.0, ""min"": 0.0, ""max"": 0.0}, {""group_label"": ""Contratación régimen especial"", ""n"": 51367, ""mean"": 0.0, ""median"": 0.0, ""std"": 0.0, ""min"": 0.0, ""max"": 0.0}, {""group_label"": ""Contratación régimen especial (con ofertas)"", ""n"": 3559, ""mean"": 2.407698791795448, ""median"": 1.0, ""std"": 5.137661673227529, ""min"": 0.0, ""max"": 231.0}, {""group_label"": ""Mínima cuantía"", ""n"": 33858, ""mean"": 2.8278693366412666, ""median"": 2.0, ""std"": 3.280232649323388, ""min"": 0.0, ""max"": 57.0}, {""group_label"": ""Other"", ""n"": 8152, ""mean"": 5.9955839057899905, ""median"": 0.0, ""std"": 18.766964977965593, ""min"": 0.0, ""max"": 210.0}, {""group_label"": ""Selección Abreviada de Menor Cuantía"", ""n"": 18712, ""mean"": 1.0700619923044037, ""median"": 0.0, ""std"": 3.8262958923607844, ""min"": 0.0, ""max"": 144.0}, {""group_label"": ""Selección abreviada subasta inversa"", ""n"": 9140, ""mean"": 2.849781181619256, ""median"": 0.0, ""std"": 6.400917273095565, ""min"": 0.0, ""max"": 217.0}, {""group_label"": ""Solicitud de información a los Proveedores"", ""n"": 12905, ""mean"": 1.39984502130957, ""median"": 1.0, ""std"": 2.208743820143595, ""min"": 0.0, ""max"": 52.0}]",True,ok,
total_respuestas,ordenentidad,Kruskal-Wallis,429541,3,False,5626.225717180372,0.0,epsilon_squared,0.013093662765995958,"[{""group_label"": ""Corporación Autónoma"", ""n"": 8973, ""mean"": 0.25175526579739216, ""median"": 0.0, ""std"": 1.4382165625533967, ""min"": 0.0, ""max"": 53.0}, {""group_label"": ""Nacional"", ""n"": 152003, ""mean"": 0.7972211074781419, ""median"": 0.0, ""std"": 4.329371276893153, ""min"": 0.0, ""max"": 231.0}, {""group_label"": ""Territorial"", ""n"": 268565, ""mean"": 0.3830245936737847, ""median"": 0.0, ""std"": 2.555724125391132, ""min"": 0.0, ""max"": 217.0}]",True,ok,
total_respuestas,tipo_de_contrato,Kruskal-Wallis,428958,9,True,103360.12436905951,0.0,epsilon_squared,0.2409426863544606,"[{""group_label"": ""Arrendamiento de inmuebles"", ""n"": 4167, ""mean"": 0.0, ""median"": 0.0, ""std"": 0.0, ""min"": 0.0, ""max"": 0.0}, {""group_label"": ""Compraventa"", ""n"": 18789, ""mean"": 2.314386076959923, ""median"": 1.0, ""std"": 4.192704318708812, ""min"": 0.0, ""max"": 217.0}, {""group_label"": ""Decreto 092 de 2017"", ""n"": 17152, ""mean"": 0.11415578358208955, ""median"": 0.0, ""std"": 0.6133646041193704, ""min"": 0.0, ""max"": 28.0}, {""group_label"": ""No"", ""n"": 12905, ""mean"": 1.39984502130957, ""median"": 1.0, ""std"": 2.208743820143595, ""min"": 0.0, ""max"": 52.0}, {""group_label"": ""Obra"", ""n"": 10165, ""mean"": 3.2181013280865716, ""median"": 0.0, ""std"": 11.249467473318806, ""min"": 0.0, ""max"": 210.0}, {""group_label"": ""Other"", ""n"": 7581, ""mean"": 3.7973882073605068, ""median"": 0.0, ""std"": 15.579868226952243, ""min"": 0.0, ""max"": 189.0}, {""group_label"": ""Otro"", ""n"": 26147, ""mean"": 0.5296974796343749, ""median"": 0.0, ""std"": 1.951269819653314, ""min"": 0.0, ""max"": 231.0}, {""group_label"": ""Prestación de servicios"", ""n"": 312293, ""mean"": 0.1767474775291153, ""median"": 0.0, ""std"": 1.2324427825705968, ""min"": 0.0, ""max"": 104.0}, {""group_label"": ""Suministros"", ""n"": 19759, ""mean"": 1.6322182296674932, ""median"": 0.0, ""std"": 3.5439222695891126, ""min"": 0.0, ""max"": 79.0}]",True,ok,
transparency_score,departamento_entidad,Kruskal-Wallis,421806,9,True,17370.756253673364,0.0,epsilon_squared,0.041163773696051335,"[{""group_label"": ""Antioquia"", ""n"": 51121, ""mean"": 0.6358574438630172, ""median"": 0.5900000000000001, ""std"": 0.12253719604823196, ""min"": 0.39249999999999996, ""max"": 1.0}, {""group_label"": ""Atlántico"", ""n"": 11890, ""mean"": 0.62883162333469, ""median"": 0.5900000000000001, ""std"": 0.11756326573561746, ""min"": 0.44000000000000006, ""max"": 1.0}, {""group_label"": ""Cundinamarca"", ""n"": 15045, ""mean"": 0.6824198240374654, ""median"": 0.5900000000000001, ""std"": 0.15133973961109995, ""min"": 0.39250000000000007, ""max"": 1.0}, {""group_label"": ""Distrito Capital de Bogotá"", ""n"": 146525, ""mean"": 0.6258706558888403, ""median"": 0.5900000000000001, ""std"": 0.12238429472797328, ""min"": 0.39250000000000007, ""max"": 1.0}, {""group_label"": ""Norte de Santander"", ""n"": 10546, ""mean"": 0.647550686139048, ""median"": 0.5900000000000001, ""std"": 0.12496945244139035, ""min"": 0.44000000000000006, ""max"": 1.0}, {""group_label"": ""Other"", ""n"": 110612, ""mean"": 0.6637486229987225, ""median"": 0.5900000000000001, ""std"": 0.1403770492126726, ""min"": 0.39249999999999996, ""max"": 1.0}, {""group_label"": ""Santander"", ""n"": 20076, ""mean"": 0.6333206531783833, ""median"": 0.5900000000000001, ""std"": 0.12244903170118634, ""min"": 0.395, ""max"": 1.0}, {""group_label"": ""Tolima"", ""n"": 10705, ""mean"": 0.6503858098735057, ""median"": 0.5900000000000001, ""std"": 0.13875806417211495, ""min"": 0.45499999999999996, ""max"": 1.0}, {""group_label"": ""Valle del Cauca"", ""n"": 45286, ""mean"": 0.6301752357767058, ""median"": 0.5900000000000001, ""std"": 0.11378337494186817, ""min"": 0.395, ""max"": 1.0}]",True,ok,
transparency_score,fase,Kruskal-Wallis,429491,9,True,72805.57855855714,0.0,epsilon_squared,0.16950088375894018,"[{""group_label"": ""Clarification submission"", ""n"": 942, ""mean"": 0.8299575371549893, ""median"": 0.8400000000000001, ""std"": 0.020146865162155175, ""min"": 0.7050000000000001, ""max"": 0.8400000000000001}, {""group_label"": ""Fase de Selección (Presentación de ofertas)"", ""n"": 981, ""mean"": 0.9472545999337427, ""median"": 0.9724894145994796, ""std"": 0.05228311533645641, ""min"": 0.7362447072997398, ""max"": 1.0}, {""group_label"": ""Fase de ofertas"", ""n"": 193835, ""mean"": 0.5847086653234261, ""median"": 0.5900000000000001, ""std"": 0.04403679171382445, ""min"": 0.34750000000000003, ""max"": 1.0}, {""group_label"": ""Manifestación de interés (Menor Cuantía)"", ""n"": 5863, ""mean"": 0.8297458638922054, ""median"": 0.8400000000000001, ""std"": 0.020769419547294127, ""min"": 0.7050000000000001, ""max"": 0.8400000000000001}, {""group_label"": ""Other"", ""n"": 146, ""mean"": 0.8142234239095275, ""median"": 0.8400000000000001, ""std"": 0.13107881406827207, ""min"": 0.45499999999999996, ""max"": 1.0}, {""group_label"": ""Presentación de observaciones"", ""n"": 13612, ""mean"": 0.8293235747869526, ""median"": 0.8400000000000001, ""std"": 0.02116835348457059, ""min"": 0.645, ""max"": 0.8400000000000001}, {""group_label"": ""Presentación de oferta"", ""n"": 213594, ""mean"": 0.6718490901831302, ""median"": 0.5900000000000001, ""std"": 0.15549652347562906, ""min"": 0.39250000000000007, ""max"": 1.0}, {""group_label"": ""Pré-Calificación de competidores"", ""n"": 348, ""mean"": 0.8312068965517243, ""median"": 0.8400000000000001, ""std"": 0.01913045638562785, ""min"": 0.7050000000000001, ""max"": 0.8400000000000001}, {""group_label"": ""Selección de ofertas (borrador)"", ""n"": 170, ""mean"": 0.8273970588235294, ""median"": 0.8400000000000001, ""std"": 0.023930304192674116, ""min"": 0.7250000000000001, ""max"": 0.8400000000000001}]",True,ok,
transparency_score,justificaci_n_modalidad_de,Kruskal-Wallis,429541,9,True,239410.51666285898,0.0,epsilon_squared,0.557356650174746,"[{""group_label"": ""Contratos o convenios Interadministrativos (valor cero)"", ""n"": 10389, ""mean"": 0.5684510058715949, ""median"": 0.5900000000000001, ""std"": 0.031064618118427423, ""min"": 0.395, ""max"": 0.5900000000000001}, {""group_label"": ""Decreto 092 de 2017"", ""n"": 17152, ""mean"": 0.5941714171732713, ""median"": 0.5900000000000001, ""std"": 0.10310917339534471, ""min"": 0.39250000000000007, ""max"": 1.0}, {""group_label"": ""No"", ""n"": 13488, ""mean"": 0.6882271302815263, ""median"": 0.6712447072997398, ""std"": 0.07853826867398526, ""min"": 0.34750000000000003, ""max"": 0.8025}, {""group_label"": ""Other"", ""n"": 27861, ""mean"": 0.726591462592605, ""median"": 0.7762447072997398, ""std"": 0.13867095315680472, ""min"": 0.39250000000000007, ""max"": 1.0}, {""group_label"": ""Presupuesto inferior al 10% de la menor cuantía"", ""n"": 33858, ""mean"": 0.9382382945229958, ""median"": 0.9451356322441372, ""std"": 0.05852095330020652, ""min"": 0.6675000000000001, ""max"": 1.0}, {""group_label"": ""Presupuesto menor al 10% de la Menor Cuantía"", ""n"": 17494, ""mean"": 0.866995389145073, ""median"": 0.8400000000000001, ""std"": 0.06193432710514903, ""min"": 0.7050000000000001, ""max"": 1.0}, {""group_label"": ""Regla aplicable"", ""n"": 37748, ""mean"": 0.5885200494533999, ""median"": 0.5900000000000001, ""std"": 0.08349197538164602, ""min"": 0.39250000000000007, ""max"": 1.0}, {""group_label"": ""Servicios profesionales y apoyo a la gestión"", ""n"": 262411, ""mean"": 0.5808483924073305, ""median"": 0.5900000000000001, ""std"": 0.019368370662817803, ""min"": 0.39250000000000007, ""max"": 0.5900000000000001}, {""group_label"": ""Suministro de bienes y servicios de características técnicas uniformes y común utilización"", ""n"": 9140, ""mean"": 0.8857146973360432, ""median"": 0.8400000000000001, ""std"": 0.07026781687391834, ""min"": 0.7050000000000001, ""max"": 1.0}]",True,ok,
transparency_score,modalidad_de_contratacion,Kruskal-Wallis,429541,9,True,281820.25820344774,0.0,epsilon_squared,0.6560914162470962,"[{""group_label"": ""Contratación Directa (con ofertas)"", ""n"": 8484, ""mean"": 0.7634854277928923, ""median"": 0.7762447072997398, ""std"": 0.028390976654828228, ""min"": 0.5587447072997398, ""max"": 0.8568452268887176}, {""group_label"": ""Contratación directa"", ""n"": 283364, ""mean"": 0.5799863602998264, ""median"": 0.5900000000000001, ""std"": 0.020647640483843786, ""min"": 0.39250000000000007, ""max"": 0.5900000000000001}, {""group_label"": ""Contratación régimen especial"", ""n"": 51367, ""mean"": 0.5681456479841143, ""median"": 0.5900000000000001, ""std"": 0.029974047355437322, ""min"": 0.39250000000000007, ""max"": 0.5900000000000001}, {""group_label"": ""Contratación régimen especial (con ofertas)"", ""n"": 3559, ""mean"": 0.9096784136338537, ""median"": 0.9137447072997398, ""std"": 0.05681445375812922, ""min"": 0.6425000000000001, ""max"": 1.0}, {""group_label"": ""Mínima cuantía"", ""n"": 33858, ""mean"": 0.9382382945229958, ""median"": 0.9451356322441372, ""std"": 0.05852095330020652, ""min"": 0.6675000000000001, ""max"": 1.0}, {""group_label"": ""Other"", ""n"": 8152, ""mean"": 0.8550673818774546, ""median"": 0.8400000000000001, ""std"": 0.11897102651374686, ""min"": 0.34750000000000003, ""max"": 1.0}, {""group_label"": ""Selección Abreviada de Menor Cuantía"", ""n"": 18712, ""mean"": 0.8668922301483842, ""median"": 0.8400000000000001, ""std"": 0.06181806119928426, ""min"": 0.7050000000000001, ""max"": 1.0}, {""group_label"": ""Selección abreviada subasta inversa"", ""n"": 9140, ""mean"": 0.8857146973360432, ""median"": 0.8400000000000001, ""std"": 0.07026781687391834, ""min"": 0.7050000000000001, ""max"": 1.0}, {""group_label"": ""Solicitud de información a los Proveedores"", ""n"": 12905, ""mean"": 0.6965495957564685, ""median"": 0.7025, ""std"": 0.0689167006831817, ""min"": 0.395, ""max"": 0.8025}]",True,ok,
transparency_score,ordenentidad,Kruskal-Wallis,429541,3,False,4521.9261951001945,0.0,epsilon_squared,0.010522762119067917,"[{""group_label"": ""Corporación Autónoma"", ""n"": 8973, ""mean"": 0.6199690494310514, ""median"": 0.5900000000000001, ""std"": 0.11566976145843104, ""min"": 0.39249999999999996, ""max"": 1.0}, {""group_label"": ""Nacional"", ""n"": 152003, ""mean"": 0.6604567314139271, ""median"": 0.5900000000000001, ""std"": 0.14292370724694997, ""min"": 0.34750000000000003, ""max"": 1.0}, {""group_label"": ""Territorial"", ""n"": 268565, ""mean"": 0.6305171383773448, ""median"": 0.5900000000000001, ""std"": 0.12046145255297931, ""min"": 0.39249999999999996, ""max"": 1.0}]",True,ok,
transparency_score,tipo_de_contrato,Kruskal-Wallis,428958,9,True,98616.68960988948,0.0,epsilon_squared,0.22988441425411757,"[{""group_label"": ""Arrendamiento de inmuebles"", ""n"": 4167, ""mean"": 0.577047036237101, ""median"": 0.5900000000000001, ""std"": 0.026047146869340856, ""min"": 0.395, ""max"": 0.5900000000000001}, {""group_label"": ""Compraventa"", ""n"": 18789, ""mean"": 0.8659013329463827, ""median"": 0.9125000000000001, ""std"": 0.13328814318535578, ""min"": 0.44000000000000006, ""max"": 1.0}, {""group_label"": ""Decreto 092 de 2017"", ""n"": 17152, ""mean"": 0.5941714171732713, ""median"": 0.5900000000000001, ""std"": 0.10310917339534471, ""min"": 0.39250000000000007, ""max"": 1.0}, {""group_label"": ""No"", ""n"": 12905, ""mean"": 0.6965495957564685, ""median"": 0.7025, ""std"": 0.0689167006831817, ""min"": 0.395, ""max"": 0.8025}, {""group_label"": ""Obra"", ""n"": 10165, ""mean"": 0.822618293451807, ""median"": 0.8400000000000001, ""std"": 0.13613893202026184, ""min"": 0.44000000000000006, ""max"": 1.0}, {""group_label"": ""Other"", ""n"": 7581, ""mean"": 0.7799433322733307, ""median"": 0.8400000000000001, ""std"": 0.17322206443575602, ""min"": 0.395, ""max"": 1.0}, {""group_label"": ""Otro"", ""n"": 26147, ""mean"": 0.6553756694338214, ""median"": 0.5900000000000001, ""std"": 0.12353599531705937, ""min"": 0.395, ""max"": 1.0}, {""group_label"": ""Prestación de servicios"", ""n"": 312293, ""mean"": 0.6084401282903236, ""median"": 0.5900000000000001, ""std"": 0.09610758719302862, ""min"": 0.39250000000000007, ""max"": 1.0}, {""group_label"": ""Suministros"", ""n"": 19759, ""mean"": 0.7955283820480265, ""median"": 0.8400000000000001, ""std"": 0.1723041996966815, ""min"": 0.45500000000000007, ""max"": 1.0}]",True,ok,
duracion_dias,fase,Kruskal-Wallis,428908,9,True,1323.8771061730647,1.6218496105788286e-280,epsilon_squared,0.0030680349130519416,"[{""group_label"": ""Clarification submission"", ""n"": 942, ""mean"": 131.88110403397027, ""median"": 90.0, ""std"": 230.79372511681572, ""min"": 0.0, ""max"": 3650.0}, {""group_label"": ""Fase de Selección (Presentación de ofertas)"", ""n"": 981, ""mean"": 208.17142371729528, ""median"": 150.0, ""std"": 366.2729631537633, ""min"": 0.0, ""max"": 8395.0}, {""group_label"": ""Fase de ofertas"", ""n"": 193258, ""mean"": 203.21636232394002, ""median"": 115.0, ""std"": 30960.808577626078, ""min"": 0.0, ""max"": 13610667.0}, {""group_label"": ""Manifestación de interés (Menor Cuantía)"", ""n"": 5863, ""mean"": 112.21865938939109, ""median"": 90.0, ""std"": 118.98152441568213, ""min"": 0.0, ""max"": 3900.0}, {""group_label"": ""Other"", ""n"": 140, ""mean"": 242.27142857142857, ""median"": 120.0, ""std"": 799.3895588533164, ""min"": 0.0, ""max"": 9125.0}, {""group_label"": ""Presentación de observaciones"", ""n"": 13612, ""mean"": 141.28288152610443, ""median"": 90.0, ""std"": 319.59926444862265, ""min"": 0.0, ""max"": 9360.0}, {""group_label"": ""Presentación de oferta"", ""n"": 213594, ""mean"": 957.6661791763813, ""median"": 94.0, ""std"": 151981.04837666953, ""min"": 0.0, ""max"": 50000000.0}, {""group_label"": ""Pré-Calificación de competidores"", ""n"": 348, ""mean"": 126.93103448275862, ""median"": 105.0, ""std"": 106.15776342017313, ""min"": 0.0, ""max"": 810.0}, {""group_label"": ""Selección de ofertas (borrador)"", ""n"": 170, ""mean"": 246.52941176470588, ""median"": 172.5, ""std"": 651.3284483657532, ""min"": 0.0, ""max"": 8395.0}]",True,ok,
