category,count,relative_pct
SUBDIRECCION DE CONTRATACION,8011,1.865
CONTRATACION,6619,1.5409
Secretaría General - IUCMA,5219,1.215
DIRECCIÓN DE CONTRATACIÓN,4691,1.0921
GRUPO GESTION CONTRACTUAL,4132,0.962
DIRECCION DE CONTRATACION,3947,0.9189
DIRECCIÓN DE CONTRATACIÓN - COMPRAS,3938,0.9168
Gestión Contractual,3856,0.8977
SECRETARIA GENERAL,3828,0.8912
JURIDICA,3813,0.8877
SECRETARÍA GENERAL,3641,0.8476
SECRETARIA DE SALUD,3617,0.8421
PUBLICACION COMPRAS SIN CONTRATO,3610,0.8404
SERVICIOS PROFESIONALES Y DE APOYO A LA GESTIÓN,3575,0.8323
OFICINA DE CONTRATACION,3553,0.8272
GESTIÓN CONTRACTUAL,3113,0.7247
GESTION CONTRACTUAL,3047,0.7094
JURÍDICA,2937,0.6838
INDERVALLE,2631,0.6125
GRUPO DE CONTRATOS Y CONVENIOS,2592,0.6034
PITS,2495,0.5809
TALENTO HUMANO,2493,0.5804
SECRETARIA DE INFRAESTRUCTURA,2481,0.5776
Secretaría de Seguridad y Justicia,2294,0.5341
Oficina Jurídica,2212,0.515
CONTRATACIÓN,2099,0.4887
CONTRATOS,2095,0.4877
SECRETARIA DE GOBIERNO,2062,0.48
GRUPO DE CONTRATACION,2060,0.4796
DIRECCIÓN ADMINISTRATIVA DE FUNCIÓN PÚBLICA,2014,0.4689
SUBDIRECCION DE CONTRATACIÓN,1986,0.4624
SECRETARIA ADMINISTRATIVA,1985,0.4621
Contratación Directa,1961,0.4565
OFICINA JURIDICA,1908,0.4442
OFICINA JURÍDICA,1906,0.4437
GRUPO DE CONTRATOS HOSPITAL CENTRAL POLICIA NACIONAL,1889,0.4398
ALCALDÍA DE FLORIDABLANCA,1885,0.4388
Unidad de Contratacion,1831,0.4263
SECRETARIA CONTRATACION,1822,0.4242
SUBDIRECCION DE FOMENTO DEPORTIVO Y RECREATIVO,1795,0.4179
UNIDAD DE RESTITUCION DE TIERRAS-CONTRATACION,1755,0.4086
GRUPO DE CONTRATOS,1726,0.4018
Operacion de Abastecimiento Regional,1705,0.3969
IDEXUD,1702,0.3962
Departamento Administrativo de Contratación Pública,1686,0.3925
SUBDIRECCION DE GESTION CONTRACTUAL,1611,0.3751
UNIDAD DE CONTRATACION,1579,0.3676
MINIMA CUANTIA,1538,0.3581
DEPARTAMENTO ADMINISTRATIVO DE CONTRATACIÓN,1533,0.3569
CONTRATACION DIRECTA,1521,0.3541
GESTION CONTRATACION,1515,0.3527
UNIDADJURIDICA,1511,0.3518
SECRETARIA DE EDUCACION,1509,0.3513
EQUIPO TALENTO HUMANO,1500,0.3492
GERENCIA DE CONTRATACIÓN,1477,0.3439
SECRETARIA DE HACIENDA,1437,0.3345
SUBDIRECCIÓN DE CONTRATACIÓN,1411,0.3285
Secretaría de Cultura,1297,0.302
Secretaría de Gobierno,1294,0.3013
DANE - DIRECCION TERRITORIAL NORTE,1280,0.298
GRUPO DE CONTRATACIÓN,1257,0.2926
Secretaria General,1253,0.2917
SECRETARIA GENERAL 2021*,1240,0.2887
DIRECCIÓN GENERAL ADMINISTRATIVA,1228,0.2859
CONTRATOS IDIPRON,1220,0.284
CONTRATACION DE SERVICIOS 2022,1215,0.2829
Oficina Asesora Jurídica,1203,0.2801
OFICINA ASESORA JURIDICA,1194,0.278
UNIDAD ASESORA DE CONTRATACION,1182,0.2752
GRUPO BASE MEDELLIN,1165,0.2712
SECRETARIA DE MOVILIDAD,1146,0.2668
ICBF sede de la Dirección General,1129,0.2628
Secretaría General,1128,0.2626
SECRETARÍA GENERAL CPS,1122,0.2612
OFICINA ASESORA JURÍDICA,1118,0.2603
SECRETARIA JURIDICA,1103,0.2568
CONTRATOS Y CONVENIOS,1095,0.2549
UNIDAD DE CONTRATACIÓN GESTIÓN CONTRACTUAL MINSALUD,1087,0.2531
SECRETARIA DE PLANEACION,1083,0.2521
DEPARTAMENTO ADMINISTRATIVO DE DESARROLLO INSTITUCIONAL,1080,0.2514
Oficina Asesora Juridica,1045,0.2433
SECRETARÍA DE SALUD,1030,0.2398
OFICINA DE CONTRATACIÓN,983,0.2288
Departamento Administrativo de Hacienda Municipal,958,0.223
FONDO COLOMBIA EN PAZ,934,0.2174
Gestión Jurídica,926,0.2156
Oficina de Contratación,916,0.2133
DANE TERRITORIAL CENTRO OCCIDENTE,903,0.2102
UNIDAD DE CONTRATACIÓN,898,0.2091
SUBDIRECCION JURIDICA Y DE CONTRATACION,898,0.2091
JURIDICA - ICCU,892,0.2077
SECRETARIA DE BIENESTAR SOCIAL CALI,889,0.207
Dirección De Gestión De Recursos Para La Ctel,873,0.2032
HOSPITAL MILITAR CENTRAL,870,0.2025
Secretaría de Paz y Cultura Ciudadana,866,0.2016
RECURSOS HUMANOS,851,0.1981
DIRECCIÓN ADMINISTRATIVA Y FINANCIERA SECRETARIA SALUD,845,0.1967
Departamento Administrativo de Gestion del Medio Ambiente - DAGMA,829,0.193
AREA DE CONTRATOS,826,0.1923
Corporación Autónoma Regional de Santander - CAS -,815,0.1897
SECRETARIA TALENTO HUMANO,813,0.1893
SECRETARÍA CONTRATACIÓN,810,0.1886
SECRETARIA DEL INTERIOR,794,0.1848
Secreraría de Educación Cali,793,0.1846
Direccion de Contratos,791,0.1842
VICEPRESIDENCIA DE GESTION CONTRACTUAL,789,0.1837
Planeación Municipal,787,0.1832
DIRECCIÓN DE GESTIÓN CONTRACTUAL,785,0.1828
SECRETARIA JURIDICA 2024,781,0.1818
SECRETARIA DISTRITAL DE SALUD DE CALI,768,0.1788
PL Y PP,759,0.1767
DIRECCION,732,0.1704
Unidad de Contratación de la Secretaría General - Comprador,727,0.1693
UNIDAD DE CONTRATACION ARAUCA,724,0.1686
Procesos de selección,721,0.1679
DESPACHO DEL MINISTRO - MINISTERIO DEL DEPORTE,709,0.1651
ALCALDIA MUNICIPAL DE BUGA,704,0.1639
Dirección Jurídica y Contractual,701,0.1632
Secretaría de Planeación,685,0.1595
DIRECCIÓN CONTRACTUAL,682,0.1588
Gobernación de La Guajira,682,0.1588
DANE - TERRITORIAL CENTRO ORIENTE,669,0.1557
UNIDAD DE CONTRATACION DIRECTA,667,0.1553
PROCESOS DE SELECCION,660,0.1537
ADQUISICIONES,652,0.1518
SECRETARIA DE PLANEACIÓN,645,0.1502
Unidad de Contratación - Grupo de contratación SIC,641,0.1492
SUBDIRECCION DE ESCENARIOS DEPORTIVOS,639,0.1488
SECRETARÍA DE EDUCACIÓN,636,0.1481
SECRETARIA GENERAL - DANE CENTRAL,635,0.1478
SECRETARIA DE DESARROLLO SOCIAL,635,0.1478
CONTRATACION DIRECTA 2025,632,0.1471
Gerencia General,630,0.1467
Unidad de contratacion,629,0.1464
EXTENSION,627,0.146
DIRECCION ADMINISTRATIVA DE CONTRATACION,627,0.146
MUNICIPIO DE SOGAMOSO,625,0.1455
SECRETARIA DE EDUCACIÓN,619,0.1441
AIM - CONTRATACION DIRECTA,617,0.1436
ASESORA JURIDICA,610,0.142
GERENCIA GENERAL,608,0.1415
SECRETARIA DE CULTURA,604,0.1406
Grupo de contratación - ICBF REGIONAL BOGOTA,602,0.1401
Unidad Contractual Alcaldía Puerto Boyacá,596,0.1388
CONTRATOS DE PRESTACIÓN DE SERVICIOS Y/O APOYO A LA GESTIÓN,591,0.1376
SUBGERENCIA DE DESARROLLO DE PROYECTOS,588,0.1369
G.I.T. Contratación,588,0.1369
Grupo de Contratos,574,0.1336
CORPORACION AUTONOMA REGIONAL DEL QUINDIO,573,0.1334
Secretaría de Hacienda,568,0.1322
COMANDO FUERZA AEROESPACIAL COLOMBIANA,568,0.1322
Gestión contractual,563,0.1311
CONTRATACION BIENES Y SERVICIOS,562,0.1308
Sudbirección Red Terciaria y Ferrea,562,0.1308
DEPARTAMENTO DE CONTRATACIÓN,546,0.1271
DEPARTAMENTO DE CAQUETÁ,545,0.1269
CORPORACIÓN AGENCIA NACIONAL DE GOBIERNO DIGITAL,543,0.1264
REGIONAL VALLE,538,0.1252
GRUPO CONTRATACION,533,0.1241
UnidadContratacion,528,0.1229
DIRECCION ADMINISTRATIVA,527,0.1227
