tipo_de_contrato,0,1
Arrendamiento de inmuebles,4167,0
Compraventa,7268,11521
Decreto 092 de 2017,15788,1364
No,5215,7690
Obra,6386,3779
Other,4683,2898
Otro,17132,9015
Prestación de servicios,294362,17931
Suministros,10467,9292
