justificaci_n_modalidad_de,0,1
Contratos o convenios Interadministrativos (valor cero),10389,0
Decreto 092 de 2017,15788,1364
No,5215,8273
Other,15682,12179
Presupuesto inferior al 10% de la menor cuantía,3588,30270
Presupuesto menor al 10% de la Menor Cuantía,11674,5820
Regla aplicable,35916,1832
Servicios profesionales y apoyo a la gestión,262411,0
Suministro de bienes y servicios de características técnicas uniformes y común utilización,4805,4335
