justificaci_n_modalidad_de,0,1
Contratos o convenios Interadministrativos (valor cero),10389,0
Decreto 092 de 2017,17152,0
No,1275,12213
Other,22517,5344
Presupuesto inferior al 10% de la menor cuantía,33858,0
Presupuesto menor al 10% de la Menor Cuantía,17015,479
Regla aplicable,37748,0
Servicios profesionales y apoyo a la gestión,262411,0
Suministro de bienes y servicios de características técnicas uniformes y común utilización,9089,51
