tipo_de_contrato,0,1
Arrendamiento de inmuebles,4167,0
Compraventa,18475,314
Decreto 092 de 2017,17078,74
No,12905,0
Obra,10083,82
Other,7493,88
Otro,25950,197
Prestación de servicios,311898,395
Suministros,19408,351
