tipo_de_contrato,0,1
Arrendamiento de inmuebles,4167,0
Compraventa,18300,489
Decreto 092 de 2017,17152,0
No,692,12213
Obra,9746,419
Other,7520,61
Otro,21800,4347
Prestación de servicios,312076,217
Suministros,19418,341
