departamento_entidad,0,1
Antioquia,50924,197
Atlántico,11857,33
Cundinamarca,14941,104
Distrito Capital de Bogotá,146151,374
Norte de Santander,10510,36
Other,110143,469
Santander,20018,58
Tolima,10667,38
Valle del Cauca,45183,103
