tipo_de_contrato,0,1
Arrendamiento de inmuebles,0,4167
Compraventa,16316,2473
Decreto 092 de 2017,1504,15648
No,7560,5345
Obra,8110,2055
Other,5115,2466
Otro,9675,16472
Prestación de servicios,26960,285333
Suministros,13586,6173
