justificaci_n_modalidad_de,0,1
Contratos o convenios Interadministrativos (valor cero),10389,0
Decreto 092 de 2017,17078,74
No,13488,0
Other,27595,266
Presupuesto inferior al 10% de la menor cuantía,33148,710
Presupuesto menor al 10% de la Menor Cuantía,17371,123
Regla aplicable,37681,67
Servicios profesionales y apoyo a la gestión,262411,0
Suministro de bienes y servicios de características técnicas uniformes y común utilización,8879,261
