departamento_entidad,0,1
Antioquia,49329,1792
Atlántico,11631,259
Cundinamarca,14253,792
Distrito Capital de Bogotá,138481,8044
Norte de Santander,10266,280
Other,106158,4454
Santander,19398,678
Tolima,10538,167
Valle del Cauca,43811,1475
