entidad,nit_entidad,codigo_entidad,departamento_entidad,ciudad_entidad,procesos,completitud_promedio,pct_con_url,pct_con_descripcion,pct_con_precio_base,pct_ids_clave,pct_consistencia_estados,pct_competencia_reportada,pct_trazabilidad_temporal,pct_anomalia_temporal
DEPARTAMENTO DE CUNDINAMARCA SECRETARIA DE AGRICULTURA Y DESARROLLO RURAL,899999114,702330481,Distrito Capital de Bogotá,No Definido,42,87.5967,100.0,100.0,64.2857,100.0,100.0,59.5238,0.0,35.7143
CENTRAL ADMINISTRATIVA Y CONTABLE - CENAC - IBAGUE,800130740,702874827,Tolima,Ibagué,48,88.5756,100.0,100.0,62.5,100.0,100.0,56.25,2.0833,35.4167
DIRECCION DE SANIDAD EJERCITO DISPENSARIO MEDICO YOPAL,901540945,703001578,Casanare,Yopal,160,88.6391,100.0,100.0,69.375,100.0,100.0,66.875,5.0,35.0
SUPERINTENDENCIA FINANCIERA DE COLOMBIA**,890999057,700838113,Distrito Capital de Bogotá,Bogotá,100,88.7904,100.0,100.0,74.0,100.0,100.0,65.0,3.0,35.0
COMANDO GAULA MILITARES (COGAM),900457470,702865569,Distrito Capital de Bogotá,No Definido,43,88.9728,100.0,100.0,65.1163,100.0,100.0,62.7907,6.9767,34.8837
DILOF,800141397,700569072,Distrito Capital de Bogotá,Bogotá,486,88.159,100.0,100.0,65.6379,100.0,100.0,63.9918,3.7037,34.7737
PERSONERIA MUNICIPAL DE SOTAQUIRA,891801061,712650076,Boyacá,Sotaquirá,3,87.0967,100.0,100.0,66.6667,100.0,100.0,66.6667,0.0,33.3333
SENA REGIONAL HUILA Grupo Administrativo CADP,899999034,704161496,Huila,Garzón,85,86.6608,100.0,100.0,67.0588,100.0,100.0,34.1176,0.0,32.9412
LICEOS DEL EJERCITO,800130640,702947540,Distrito Capital de Bogotá,Bogotá,70,86.8664,100.0,100.0,67.1429,100.0,100.0,55.7143,0.0,32.8571
CENTRAL ADMINISTRATIVA Y CONTABLE TELEMATICA,900332546,702917022,Cundinamarca,Facatativá,381,89.0236,100.0,100.0,68.2415,100.0,100.0,64.3045,14.1732,32.8084
AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,899999162,700985252,Distrito Capital de Bogotá,Bogotá,788,88.6301,100.0,100.0,64.8477,100.0,100.0,63.0711,2.2843,32.6142
APOYO LOGISTICO COMANDO EJERCITO,8001306324,702952680,Boyacá,Tunja,197,88.6198,100.0,100.0,64.467,100.0,100.0,66.4975,8.1218,32.4873
BATALLON DE INFANTERIA DE SELVA No 49,800131362,703890939,Putumayo,No Definido,37,88.1441,100.0,100.0,67.5676,100.0,100.0,43.2432,0.0,32.4324
CENTRAL ADMINISTRATIVA Y CONTABLE MEDELLIN,800130708,706451382,Antioquia,No Definido,93,88.8485,100.0,100.0,67.7419,100.0,100.0,54.8387,4.3011,32.2581
CENTRAL ADMINISTRATIVA Y CONTABLE - CENAC - FLORENCIA,808001433,702875592,Caquetá,Florencia,87,89.1734,100.0,100.0,66.6667,100.0,100.0,48.2759,9.1954,32.1839
POLICIA METROPOLITANA DE VILLAVICENCIO,900486513,701703365,Meta,Villavicencio,112,89.1702,100.0,100.0,82.1429,100.0,100.0,72.3214,3.5714,32.1429
DISPENSARIO MEDICO DE CALI,830039670,702964248,Valle del Cauca,Cali,306,88.6997,100.0,100.0,67.9739,100.0,100.0,48.6928,9.1503,32.0261
SENA REGIONAL CHOCO Grupo de Apoyo Administrativo Mixto,899999034,704154251,Chocó,Quibdó,238,86.5145,100.0,100.0,68.0672,100.0,100.0,53.7815,0.4202,31.9328
Central administrativa regional Usaquen,800131070,701742462,Distrito Capital de Bogotá,Bogotá,170,88.6154,100.0,100.0,68.2353,100.0,100.0,57.6471,5.2941,31.7647
COMISION DE REGULACION DE ENERGIA Y GAS,9000349931,702580473,Distrito Capital de Bogotá,Bogotá,67,86.663,100.0,100.0,100.0,100.0,100.0,53.7313,0.0,31.3433
CENTRAL ADMINISTRATIVA Y CONTABLE - CENAC - BUCARAMANGA,800130717,702929845,Santander,Bucaramanga,80,88.992,100.0,100.0,68.75,100.0,100.0,63.75,5.0,31.25
CENTRO DE COMERCIO Y SERVICIOS - SENA REGIONAL CAUCA,899999034,704154459,Cauca,Popayán,106,87.0516,100.0,100.0,68.8679,100.0,100.0,42.4528,0.0,31.1321
COMANDO DE RECLUTAMIENTO Y CONTROL RESERVAS DEL EJERCITO NACIONAL,800130643,700673015,Distrito Capital de Bogotá,Bogotá,45,88.3158,100.0,100.0,68.8889,100.0,100.0,68.8889,6.6667,31.1111
ARMADA NACIONAL ESCUELA NAVAL DE SUBOFICIALES ARC BARRANQUILLA,800141653,700661036,Atlántico,Barranquilla,71,89.6175,100.0,100.0,100.0,100.0,100.0,80.2817,7.0423,30.9859
SENA REGIONAL SANTANDER Grupo Administrativo CIDT,899999034,704153899,Santander,Barrancabermeja,184,87.1404,100.0,100.0,72.2826,100.0,100.0,44.0217,0.0,30.9783
BATALLÓN DE INGENIEROS No 18 'GENERAL RAFAEL NAVAS PARDO',834000487,702985524,Arauca,Tame,42,88.71,100.0,100.0,69.0476,100.0,100.0,78.5714,0.0,30.9524
BATALLON DE A.S.P.C No 17 CLARA ELISA NARVAEZ ARTEAGA,830054053,702942137,Antioquia,Carepa,56,88.9113,100.0,100.0,67.8571,100.0,100.0,60.7143,5.3571,30.3571
IPYBAC,901423202,712453760,Distrito Capital de Bogotá,Bogotá,60,86.183,100.0,100.0,70.0,100.0,100.0,33.3333,0.0,30.0
SENA REGIONAL BOLIVAR Grupo Administrativo CINFP,899999034,704163526,Distrito Capital de Bogotá,Bogotá,107,86.901,100.0,100.0,70.0935,100.0,100.0,38.3178,0.0,29.9065
BATALLÓN DE APOYO Y SERVICIOS PARA EL COMBATE N°11,800131053,702940644,Córdoba,Montería,57,88.6816,100.0,100.0,70.1754,100.0,100.0,75.4386,3.5088,29.8246
CENTRAL ADMINISTRATIVA Y CONTABLE - CENAC - NEIVA,800131039,702932088,Huila,Neiva,65,89.0077,100.0,100.0,70.7692,100.0,100.0,55.3846,6.1538,29.2308
CENTRAL ADMINISTRATIVA Y CONTABLE PUENTE ARANDA+,830039548,702892480,Distrito Capital de Bogotá,Bogotá,178,88.6467,100.0,100.0,71.9101,100.0,100.0,52.809,4.4944,28.6517
SENA REGIONAL CALDAS CENTRO PARA LA FORMACION CAFETERA,899999034,708240346,Caldas,Manizales,91,87.4335,100.0,100.0,73.6264,100.0,100.0,52.7473,0.0,28.5714
SENA REGIONAL CESAR Grupo de Apoyo Administrativo Mixto,899999034,704154335,Cesar,No Definido,432,86.9848,100.0,100.0,71.0648,100.0,100.0,51.6204,1.1574,28.4722
FONDO ROTATORIO DE LA POLICIA NACIONAL,860020227,700985013,Distrito Capital de Bogotá,Bogotá,569,86.9775,100.0,100.0,83.304,100.0,100.0,46.7487,2.6362,28.471
SENA REGIONAL VICHADA,899999034,704157015,Vichada,Puerto Carreño,88,85.5576,100.0,100.0,71.5909,100.0,100.0,28.4091,0.0,28.4091
FISCALÍA GENERAL DE LA NACIÓN NIVEL CENTRAL.,800152783,702019308,Distrito Capital de Bogotá,Bogotá,233,88.2112,100.0,100.0,71.6738,100.0,100.0,63.0901,0.8584,28.3262
SERVICIO NACIONAL DE APRENDIZAJE - SENA MAGDALENA,8999990341,702988379,Magdalena,Santa Marta,393,87.2531,100.0,100.0,69.4656,100.0,100.0,46.056,1.0178,28.2443
CENTRAL ADMINISTRATIVA Y CONTABLE ESPECIALIZADA INTELIGENCIA,800131292,702723842,Cundinamarca,No Definido,174,89.3031,100.0,100.0,71.2644,100.0,100.0,65.5172,13.7931,28.1609
TERMINAL DE TRANSPORTE S.A,860052155,702263278,Distrito Capital de Bogotá,Bogotá,128,85.4714,100.0,100.0,71.0938,100.0,100.0,36.7188,0.0,28.125
ADMINISTRADORA COLOMBIANA DE PENSIONES COLPENSIONES,900336004,702640434,Distrito Capital de Bogotá,Bogotá,328,85.1448,100.0,100.0,65.8537,100.0,100.0,30.7927,0.0,28.0488
POLICIA METROPOLITANA DEL VALLE DE ABURRA,800140985,701699035,Antioquia,Medellín,161,89.1399,100.0,100.0,77.0186,100.0,100.0,68.9441,2.4845,27.9503
POLICIA METROPOLITANA DE MONTERIA,900800975,701723298,Córdoba,Montería,97,89.2088,100.0,100.0,74.2268,100.0,100.0,67.0103,9.2784,27.8351
SENA REGIONAL GUAJIRA Grupo Mixto de Apoyo Administrativo,899999034,704156207,La Guajira,Riohacha,282,86.9537,100.0,100.0,62.0567,100.0,100.0,57.8014,1.773,27.6596
POLICIA METROPOLITANA DE BOGOTA,800140603,701679607,Distrito Capital de Bogotá,No Definido,76,88.858,100.0,100.0,73.6842,100.0,100.0,61.8421,1.3158,27.6316
CENTRAL ADMINISTRATIVA Y CONTABLE - CENAC- VALLEDUPAR,900059309,703004507,Cesar,Valledupar,80,89.1331,100.0,100.0,73.75,100.0,100.0,53.75,11.25,27.5
BATALLÓN DE APOYO Y SERVICIOS PARA EL COMBATE No 22,900364348,703458992,Guaviare,San José Del Guaviare,40,88.508,100.0,100.0,70.0,100.0,100.0,62.5,2.5,27.5
DEPARTAMENTO DE CUNDINAMARCA-SECRETARIA DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,899999114,702162363,Distrito Capital de Bogotá,No Definido,142,85.6316,100.0,100.0,69.0141,100.0,100.0,32.3944,0.0,27.4648
INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL CUNDINAMARCA,899999069,709368088,Cundinamarca,Mosquera,22,86.29,100.0,100.0,100.0,100.0,100.0,50.0,0.0,27.2727
INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL TOLIMA,899999069,709001069,Tolima,Ibagué,22,88.0495,100.0,100.0,100.0,100.0,100.0,81.8182,0.0,27.2727
SENA REGIONAL VALLE Grupo de Apoyo Administrativo Mixto,899999034,700763170,Valle del Cauca,Cali,918,88.2629,100.0,100.0,74.0741,100.0,100.0,70.3704,1.4161,27.1242
SENA DIRECCION GENERAL,899999034,700098023,Distrito Capital de Bogotá,Bogotá,294,86.6139,100.0,100.0,71.7687,100.0,100.0,40.1361,1.3605,26.1905
DEPARTAMENTO DE ANTIOQUIA//,890900286,700256027,Antioquia,Medellín,1662,87.361,100.0,100.0,95.6679,100.0,100.0,57.16,2.1661,26.1733
SENA REGIONAL CAUCA Centro agropecuario,899999034,704156173,Cauca,Popayán,218,87.5705,100.0,100.0,73.8532,100.0,100.0,44.4954,0.4587,26.1468
DEPARTAMENTO DE POLICIA QUINDIO,800140986,701703761,Quindío,No Definido,69,88.7561,100.0,100.0,63.7681,100.0,100.0,66.6667,4.3478,26.087
ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO PUERTO TEJADA,817001031,700645021,Cauca,Puerto Tejada,58,89.2652,100.0,100.0,74.1379,100.0,100.0,72.4138,0.0,25.8621
DEPARTAMENTO POLICIA ARAUCA,800140602,701703852,Arauca,No Definido,31,89.8013,100.0,100.0,100.0,100.0,100.0,80.6452,9.6774,25.8065
SENA REGIONAL BOLIVAR Grupo de Apoyo Administrativo Mixto,899999034,704162874,Bolívar,Cartagena,429,87.262,100.0,100.0,74.8252,100.0,100.0,49.4172,0.9324,25.641
SENA REGIONAL SANTANDER Grupo Administrativo CA,899999034,704161389,Santander,San Gil,160,88.4673,100.0,100.0,73.125,100.0,100.0,62.5,3.125,25.625
CENTRAL ADMINISTRATIVA Y CONTABLE - CENAC - PASTO,900363756,702890278,Nariño,Pasto,82,88.7296,100.0,100.0,73.1707,100.0,100.0,53.6585,4.878,25.6098
SENA REGIONAL PUTUMAYO Grupo de Apoyo Administrativo,899999034,704153386,Putumayo,Puerto Asís,98,86.3232,100.0,100.0,71.4286,100.0,100.0,32.6531,1.0204,25.5102
Rama Judicial  Dirección Ejecutiva de Administración Judicial,800093816,700507197,Distrito Capital de Bogotá,Bogotá,260,86.8798,100.0,100.0,72.3077,100.0,100.0,40.0,2.3077,25.3846
REGIONAL DE ASEGURAMIENTO EN SALUD N°6,811032059,702475021,Antioquia,Envigado,407,88.0273,100.0,100.0,100.0,100.0,100.0,69.2875,4.914,25.3071
REGIONAL DE ASEGURAMIENTO EN SALUD No.7,900407224,702313123,Meta,Villavicencio,148,88.6215,100.0,100.0,100.0,100.0,100.0,67.5676,5.4054,25.0
SENA REGIONAL HUILA GRUPO ADMINISTRATIVO CDATH,899999034,704156074,Huila,La Plata,100,87.2087,100.0,100.0,58.0,100.0,100.0,59.0,0.0,25.0
CONCEJO MUNICIPAL CHIA,900233350,702736265,Cundinamarca,Chía,4,87.9025,100.0,100.0,75.0,100.0,100.0,75.0,0.0,25.0
COMANDO GENERAL DE LAS FUERZAS MILITARES,800230729,700406036,Distrito Capital de Bogotá,Bogotá,481,88.7396,100.0,100.0,73.5967,100.0,100.0,60.7069,7.6923,24.7401
SENA REGIONAL NARIÑO Grupo de Apoyo Administrativo Mixto,899999034,704155043,Nariño,Pasto,328,87.7409,100.0,100.0,74.0854,100.0,100.0,56.0976,1.2195,24.3902
SENA REGIONAL HUILA Grupo Administrativo CEFA,899999034,704153865,Huila,Campoalegre,148,87.6851,100.0,100.0,77.7027,100.0,100.0,60.8108,0.6757,24.3243
DEPARTAMENTO DE CUNDINAMARCA-SECRETARÍA DE ASUNTOS INTERNACIONALES,899999114,702183286,Distrito Capital de Bogotá,Bogotá,37,85.3095,100.0,100.0,72.973,100.0,100.0,32.4324,0.0,24.3243
DISPENSARIO MEDICO NEIVA - DIRECCIÓN DE SANIDAD EJERCITO,9015412568,703041459,Huila,Neiva,132,88.7712,100.0,100.0,83.3333,100.0,100.0,64.3939,8.3333,24.2424
POLICIA METROPOLITANA SANTIAGO DE CALI,800140625,701702029,Valle del Cauca,Cali,112,89.9038,100.0,100.0,96.4286,100.0,100.0,78.5714,4.4643,24.1071
CACOM-2,800141627,701993016,Meta,Villavicencio,79,89.0565,100.0,100.0,73.4177,100.0,100.0,63.2911,7.5949,24.0506
SENA - CENTRO LATINOAMERICANO DE ESPECIES MENORES TULUA,899999034,703190363,Valle del Cauca,Tuluá,100,87.7091,100.0,100.0,73.0,100.0,100.0,63.0,1.0,24.0
SENA REGIONAL BOLIVAR Centro para la Industria Petroquímica,899999034,704192517,Bolívar,Cartagena,101,88.3097,100.0,100.0,79.2079,100.0,100.0,65.3465,0.0,23.7624
SENA REGIONAL HUILA Grupo Administrativo CGDSS,899999034,704160340,Huila,Pitalito,149,87.1616,100.0,100.0,77.8523,100.0,100.0,42.953,0.0,23.4899
UNIDAD ADMINISTRATIVA ESPECIAL DE REHABILITACIÓN Y MANTENIMIENTO VIAL,900127032,702318023,Distrito Capital de Bogotá,Bogotá,426,86.7143,100.0,100.0,76.2911,100.0,100.0,38.7324,0.939,23.4742
SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,900959048,702486788,Distrito Capital de Bogotá,No Definido,1495,87.6712,100.0,100.0,73.2441,100.0,100.0,70.301,0.0,23.2776
MUNICIPIO DE UBATE,899999281,702259540,Cundinamarca,Villa De San Diego De Ubate,375,86.5162,100.0,100.0,76.0,100.0,100.0,30.1333,2.6667,23.2
CENTRAL ADMINISTRATIVA Y CONTABLE - CENAC - ARMENIA,800130829,702908666,Quindío,Armenia,39,88.7092,100.0,100.0,74.359,100.0,100.0,53.8462,5.1282,23.0769
FIDUCIARIA LA PREVISORA S.A.- FIDUPREVISORA S.A.,860525148,706672169,Distrito Capital de Bogotá,Bogotá,162,86.1908,100.0,100.0,67.284,100.0,100.0,42.5926,0.0,22.8395
DIVRI,900894833,700579063,Distrito Capital de Bogotá,Bogotá,53,89.6217,100.0,100.0,94.3396,100.0,100.0,86.7925,3.7736,22.6415
SENA REGIONAL CUNDINAMARCA Grupo de Apoyo Administrativo Mixto+,899999034,703914952,Distrito Capital de Bogotá,Bogotá,208,86.7557,100.0,100.0,63.4615,100.0,100.0,41.3462,1.4423,22.5962
ICBF REGIONAL VICHADA,899999239,704392430,Vichada,Puerto Carreño,71,86.279,100.0,100.0,76.0563,100.0,100.0,35.2113,0.0,22.5352
DEPARTAMENTO DE CUNDINAMARCA -SECRETARIA DE GOBIERNO,899999114,702234287,Distrito Capital de Bogotá,No Definido,227,85.1,100.0,100.0,73.5683,100.0,100.0,21.1454,0.0,22.467
FONDO DE DESARROLLO LOCAL DE BOSA,8999990615,702187444,Distrito Capital de Bogotá,Bogotá,424,85.925,100.0,100.0,57.5472,100.0,100.0,29.4811,0.4717,22.4057
SENA REGIONAL BOYACA Grupo Administrativo CGAFE,899999034,704153964,Boyacá,Tunja,67,86.4948,100.0,100.0,79.1045,100.0,100.0,40.2985,0.0,22.3881
SENA REGIONAL GUAVIARE,899999034,703931881,Guaviare,San José Del Guaviare,152,86.3753,100.0,100.0,76.9737,100.0,100.0,26.9737,1.3158,22.3684
SENA REGIONAL VALLE Grupo Administrativo CNPB,899999034,703940056,Valle del Cauca,Buenaventura,130,86.4266,100.0,100.0,76.9231,100.0,100.0,33.8462,0.0,22.3077
ESCUELA DE CARABINEROS PROVINCIA DE VELEZ MAYOR GENERAL MANUEL JOSE LOPEZ GOMEZ,804003971,701699639,Santander,Vélez,27,89.5448,100.0,100.0,92.5926,100.0,100.0,85.1852,0.0,22.2222
CONTRALORIA DISTRITAL DE BARRANQUILLA,800022773,712370519,Atlántico,Barranquilla,9,88.53,100.0,100.0,100.0,100.0,100.0,55.5556,0.0,22.2222
SENA REGIONAL CUNDINAMARCA Grupo Administrativo CDA,899999034,707977351,Cundinamarca,Chía,190,85.9676,100.0,100.0,80.0,100.0,100.0,27.3684,0.0,22.1053
SENA Regional Huila Grupo de Apoyo Administrativo Mixto,899999034,702689464,Huila,Neiva,231,87.1382,100.0,100.0,70.9957,100.0,99.5671,46.7532,0.4329,22.0779
SENA REGIONAL CAUCA Grupo Administrativo Intercentros CTPI,899999034,704155100,Cauca,Popayán,250,86.5226,100.0,100.0,77.6,100.0,100.0,32.8,1.2,22.0
ICBF REGIONAL VAUPES,899999239,704252469,Vaupés,Mitú,41,86.821,100.0,100.0,78.0488,100.0,100.0,46.3415,0.0,21.9512
CENTRAL ADMINISTRATIVA Y CONTABLE CENAC PERSONAL,900385079,702950643,Distrito Capital de Bogotá,Bogotá,153,87.0965,100.0,100.0,82.3529,100.0,100.0,41.8301,5.8824,21.5686
UNIDAD ADMINISTRATIVA ESPECIAL MIGRACION COLOMBIA-*,900477235,700183056,Distrito Capital de Bogotá,Bogotá,153,88.1399,100.0,100.0,91.5033,100.0,100.0,49.0196,7.8431,21.5686
CONCEJO MUNICIPAL DE PEREIRA,816002478,705853745,Risaralda,Pereira,51,87.0651,100.0,100.0,78.4314,100.0,100.0,39.2157,0.0,21.5686
DISPENSARIO MEDICO DE MEDELLIN//,901540992,702944208,Antioquia,Medellín,277,88.494,100.0,100.0,84.8375,100.0,100.0,55.5957,7.2202,21.2996
ICBF REGIONAL AMAZONAS,899999239,704147271,Amazonas,Leticia,90,85.932,100.0,100.0,73.3333,100.0,100.0,37.7778,1.1111,21.1111
CENTRAL ADMINISTRATIVA Y CONTABLE ESPECIALIZADA CENAC EDUCACIÓN//,901440630,712346519,Distrito Capital de Bogotá,Bogotá,400,86.8749,100.0,100.0,80.75,100.0,100.0,39.0,3.25,21.0
SENA REGIONAL CALDAS CENTRO DE AUTOMATIZACION INDUSTRIAL,899999034,708320866,Caldas,Manizales,182,88.4075,100.0,100.0,81.3187,100.0,100.0,64.2857,0.5495,20.8791
MUNICIPIO DE GUARNE,890982055,702436494,Antioquia,Guarne,365,86.3007,100.0,100.0,92.6027,100.0,100.0,42.1918,0.8219,20.8219
SENA REGIONAL ANTIOQUIA Grupo Administrativo Complejo Itagüí,899999034,704161454,Antioquia,Itagui,250,87.0317,100.0,100.0,79.2,100.0,100.0,48.8,0.0,20.8
INSTITUTO DE CASAS FISCALES DE EJERCITO,860041247,700787484,Distrito Capital de Bogotá,No Definido,154,88.5526,100.0,100.0,80.5195,100.0,100.0,46.7532,10.3896,20.7792
SENA REGIONAL RISARALDA Grupo de Apoyo Administrativo Mixto//,899999034,703932673,Risaralda,Pereira,550,88.2486,100.0,100.0,78.9091,100.0,100.0,67.8182,1.2727,20.7273
SENA REGIONAL VALLE Grupo Administrativo CTA,899999034,704163161,Valle del Cauca,Cartago,34,87.8076,100.0,100.0,76.4706,100.0,100.0,58.8235,2.9412,20.5882
ARMADA NACIONAL-BATALLON DE COMANDO Y APOYO DE INFANTERIA DE MARINA No.1,823001882,701715138,Sucre,Corozal,39,88.3369,100.0,100.0,94.8718,100.0,100.0,48.7179,12.8205,20.5128
IDACO,900294898,702191040,Distrito Capital de Bogotá,No Definido,39,86.0213,100.0,100.0,71.7949,100.0,100.0,41.0256,0.0,20.5128
SENA REGIONAL SANTANDER Grupo Administrativo CATA,899999034,704160241,Santander,Málaga,191,87.9151,100.0,100.0,79.5812,100.0,100.0,53.9267,0.5236,20.4188
DISPENSARIO MEDICO TOLEMAIDA.,901540973,702955071,Cundinamarca,Nilo,103,87.112,100.0,100.0,81.5534,100.0,100.0,37.8641,4.8544,20.3883
SENA REGIONAL DISTRITO CAPITAL Grupo Administrativo Intercentros CEET,899999034,704161728,Distrito Capital de Bogotá,No Definido,403,87.0287,100.0,100.0,80.6452,100.0,100.0,42.6799,2.4814,20.3474
ESCUELA SUPERIOR DE GUERRA,830002634,701675019,Distrito Capital de Bogotá,No Definido,295,85.8118,100.0,100.0,81.6949,100.0,100.0,32.5424,2.0339,20.339
CENAC BARRANQUILLA,800130653,702943911,Atlántico,Barranquilla,123,88.5128,100.0,100.0,74.7967,100.0,100.0,59.3496,6.5041,20.3252
INSTITUTO NACIONAL DE SALUD,899999403,700927064,Distrito Capital de Bogotá,Bogotá,868,85.4481,100.0,100.0,86.4055,100.0,100.0,28.9171,0.6912,20.1613
Sena Regional Boyaca Grupo de Apoyo Administrativo Mixto,899999034,702645490,Boyacá,Sogamoso,248,87.4346,100.0,100.0,77.0161,100.0,100.0,49.1935,1.6129,20.1613
CENAC AVIACION,830039207,702359944,Distrito Capital de Bogotá,No Definido,585,89.6131,100.0,100.0,83.2479,100.0,100.0,84.2735,6.4957,20.0
SENA REGIONAL VALLE Grupo Administrativo CBI,899999034,704163039,Valle del Cauca,Palmira,70,87.5114,100.0,100.0,78.5714,100.0,100.0,50.0,4.2857,20.0
ALCALDIA DE EL CARMEN DE BOLIVAR,890480022,700796063,Bolívar,El Carmen De Bolívar,5,84.516,100.0,100.0,100.0,100.0,100.0,0.0,0.0,20.0
Sena - Centro Agropecuario de Buga,899999034,703938217,Valle del Cauca,Guadalajara De Buga,166,88.2136,100.0,100.0,80.1205,100.0,100.0,59.6386,1.2048,19.8795
ARMADA NACIONAL BASE NAVAL No. 6 ARC BOGOTA,800141644,700403058,Distrito Capital de Bogotá,Bogotá,335,89.7056,100.0,100.0,99.7015,100.0,100.0,68.9552,10.7463,19.7015
SENA REGIONAL SUCRE,899999034,702849316,Sucre,Sincelejo,300,85.9782,100.0,100.0,81.3333,100.0,100.0,32.0,1.0,19.6667
CENTRAL ADMINISTRATIVA ESPECIALIZADA INGENIEROS CENAC INGENIEROS,830087443,702943952,Distrito Capital de Bogotá,Bogotá,313,88.6835,100.0,100.0,79.5527,100.0,100.0,63.8978,6.7093,19.4888
ECSAN,8001275088,701694119,Distrito Capital de Bogotá,Bogotá,77,89.1277,100.0,100.0,94.8052,100.0,100.0,71.4286,6.4935,19.4805
DEPARTAMENTO DE CUNDINAMARCA-UNIDAD ADMINISTRATIVA ESPECIAL PARA LA GESTION DEL RIESGO DE DESASTRES DE CUNDINAMARCA,899999114,702188087,Distrito Capital de Bogotá,No Definido,67,85.7003,100.0,100.0,83.5821,100.0,100.0,37.3134,0.0,19.403
SENA REGIONAL META Grupo de Apoyo Administrativo Mixto,899999034,704156108,Meta,No Definido,363,87.8427,100.0,100.0,79.6143,100.0,100.0,55.9229,2.2039,19.2837
UNIDAD AESPE,900678508,700970148,Distrito Capital de Bogotá,No Definido,78,85.2562,100.0,100.0,84.6154,100.0,100.0,21.7949,0.0,19.2308
SENA REGIONAL SANTANDER Grupo de Apoyo Administrativo Mixto,899999034,702441627,Santander,Bucaramanga,448,87.5608,100.0,100.0,79.0179,100.0,100.0,50.4464,1.5625,19.1964
INM,900494393,700656093,Distrito Capital de Bogotá,Bogotá,146,87.4499,100.0,100.0,91.7808,100.0,100.0,40.411,8.9041,19.1781
INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL ANTIOQUIA,899999069,709662217,Antioquia,Bello,21,87.8643,100.0,100.0,100.0,100.0,100.0,57.1429,0.0,19.0476
ALCALDIA LOCAL DE FONTIBON,899999061,702292145,Distrito Capital de Bogotá,Bogotá,341,86.6001,100.0,100.0,80.6452,100.0,100.0,26.9795,4.3988,18.7683
ALCALDIA LOCAL DE TEUSAQUILLO(oficial),899999061,702196049,Distrito Capital de Bogotá,Bogotá,188,86.6763,100.0,100.0,81.383,100.0,100.0,30.8511,4.7872,18.617
FONDO NACIONAL DEL AHORRO S.A.,899999284,708303094,Distrito Capital de Bogotá,Bogotá,217,85.61,100.0,100.0,79.7235,100.0,100.0,34.1014,0.0,18.4332
DEPARTAMENTO DE CUNDINAMARCA-SECRETARIA DEL AMBIENTE,899999114,702262015,Distrito Capital de Bogotá,No Definido,143,84.7843,100.0,100.0,81.1189,100.0,100.0,16.7832,0.0,18.1818
CONTRALORIA DEPARTAMENTAL DEL VICHADA,832000034,703749937,Vichada,Puerto Carreño,11,89.1482,100.0,100.0,100.0,100.0,100.0,90.9091,0.0,18.1818
SERVICIO NACIONAL DE APRENDIZAJE SENA REGIONAL CORDOBA,899999034,702870601,Córdoba,No Definido,172,87.8653,100.0,100.0,80.2326,100.0,100.0,52.3256,1.1628,18.0233
SENA REGIONAL ANTIOQUIA Grupo Administrativo CFMA,899999034,704160720,Antioquia,El Bagre,78,86.9928,100.0,100.0,82.0513,100.0,100.0,44.8718,0.0,17.9487
SENA REGIONAL DISTRITO CAPITAL Grupo Administrativo Intercentros CGMLTI,899999034,704161785,Distrito Capital de Bogotá,Bogotá,145,86.2514,100.0,100.0,82.069,100.0,100.0,21.3793,2.7586,17.931
SECRETARÍA DE PROSPECTIVA E INTEGRACIÓN TERRITORIAL,899999114,708701222,Distrito Capital de Bogotá,Bogotá,51,84.6614,100.0,100.0,80.3922,100.0,100.0,11.7647,0.0,17.6471
DEPARTAMENTO DE POLICÍA AMAZONAS,800140601,701700122,Amazonas,Leticia,52,88.3371,100.0,100.0,82.6923,100.0,100.0,46.1538,5.7692,17.3077
ALCALDIA LOCAL DE USAQUEN,899999061,702413634,Distrito Capital de Bogotá,Bogotá,377,86.3605,100.0,100.0,81.9629,100.0,100.0,28.382,3.183,17.2414
SENA REGIONAL CUNDINAMARCA Grupo Administrativo CTDPE,899999034,704163104,Cundinamarca,Girardot,187,87.3117,100.0,100.0,82.8877,100.0,100.0,45.9893,0.0,17.1123
SENA REGIONAL CALDAS - CENTRO DE PROCESOS INDUSTRIALES Y CONSTRUCCIÓN (OFICIAL),899999034,708615398,Caldas,Manizales,182,88.5316,100.0,100.0,82.4176,100.0,100.0,66.4835,0.5495,17.033
DMORI,9015411545,702952698,Meta,Villavicencio,148,86.2792,100.0,100.0,85.1351,100.0,100.0,30.4054,0.6757,16.8919
POLICIA METROPOLITANA DE MANIZALES-UPRES CALDAS,900805219,702329319,Caldas,Manizales,184,85.4924,100.0,100.0,82.0652,100.0,100.0,21.1957,0.0,16.8478
SENA REGIONAL ATLANTICO,899999034,702633314,Atlántico,Barranquilla,202,86.897,100.0,100.0,72.2772,100.0,100.0,39.604,5.4455,16.8317
