Feature,Coefficient
cat__codigo_principal_de_categoria_V1.50201700,-0.5242561804829549
cat__ciudad_entidad_Envigado,-0.5221115117748915
cat__codigo_principal_de_categoria_V1.43202000,-0.521822899924001
cat__ciudad_de_la_unidad_de_Medellín,0.5198026597000586
cat__justificaci_n_modalidad_de_Contratos para el desarrollo de actividades científicas y tecnológicas,-0.5189466527371808
cat__codigo_principal_de_categoria_V1.85121500,0.5175198252967963
cat__codigo_principal_de_categoria_V1.46161500,0.5169664224602943
cat__fase_Fase de ofertas,0.5160654664564073
cat__categorias_adicionales_V173181104,-0.5147477636375923
cat__nombre_de_la_unidad_de_CENTRO DE COMERCIO Y SERVICIOS - SENA REGIONAL CAUCA,-0.5145285952965626
cat__entidad_CENTRO DE COMERCIO Y SERVICIOS - SENA REGIONAL CAUCA,-0.5145285952965626
cat__codigo_entidad_704154459,-0.5145285952965626
cat__nit_entidad_900416823,-0.5134415073712614
cat__codigo_entidad_701129025,-0.5134415073712614
cat__entidad_ESTABLECIMIENTO PENITENCIARIO LAS HELICONIAS,-0.5134415073712614
cat__categorias_adicionales_V131162800,-0.5111766504878126
cat__codigo_principal_de_categoria_V1.14111530,0.510386538943622
cat__codigo_principal_de_categoria_V1.83101503,-0.509825254699523
cat__codigo_entidad_705377810,-0.5089380835788351
cat__nit_entidad_830012587,-0.5089380835788351
cat__entidad_CANAL CAPITAL,-0.5089380835788351
"cat__categorias_adicionales_V123152900, V126111600, V127111500, V141111500",-0.5035627078031182
cat__codigo_principal_de_categoria_V1.40171708,0.5016380368712837
cat__entidad_POLICIA METROPOLITANA DE MANIZALES-UPRES CALDAS,0.5009243888105054
cat__codigo_entidad_702329319,0.5009243888105054
cat__nombre_de_la_unidad_de_POLICIA METROPOLITANA DE MANIZALES-ÁREA DE SANIDAD,0.5009243888105054
cat__ciudad_entidad_Tuluá,-0.5007515206257122
"cat__categorias_adicionales_V112141600, V123271800, V124112400, V126111700, V126121600, V127111900, V130263200, V131161600, V131171800, V132111500, V139101600, V139111500, V139121000, V139121400, V139121600, V144111900, V145111600, V145111700, V145111800, V145121500, V145121600, V146181500, V152161500, V152161600, V160101100, V160104900, V160106400, V160131500",-0.4989390534868271
cat__nombre_de_la_unidad_de_CONTRATACIÓN OPS REGIONAL 7,0.4972941313820265
cat__ciudad_entidad_Bogotá,0.4972824388635736
cat__nombre_de_la_unidad_de_DIRECCION ADMINISTRATIVA Y FINANCIERA,-0.4971488378336647
cat__nit_entidad_800141397,-0.4967917828306139
cat__entidad_DILOF,-0.4967917828306139
cat__codigo_entidad_700569072,-0.4967917828306139
cat__ciudad_de_la_unidad_de_Pasto,-0.49428633994382337
cat__nombre_de_la_unidad_de_UCICPA,-0.493334378909378
cat__nit_entidad_900425129,-0.49320365914360725
cat__codigo_entidad_705351302,-0.49320365914360725
cat__entidad_INSTITUTO DE CULTURA Y PATRIMONIO DE ANTIOQUIA,-0.49320365914360725
cat__nombre_de_la_unidad_de_UNIDAD DE CONTRATACION MEN,-0.49071607225141917
cat__nit_entidad_899999001,-0.4907079705924504
